Gender,Annual Income,Company,Model,Transmission,Color,Price ($)
Male,1070000,Mercedes-B,SLK,Auto,Pale White,46001
Male,801000,Ford,F-Series,Manual,Black,22001
Female,13500,Chrysler,300M,Auto,Black,26001
Male,1335000,Mercedes-B,CL500,Manual,Black,22501
Male,895000,Ford,Focus,Manual,Red,17000
Female,2100000,Saturn,LW,Auto,Pale White,18001
Male,425000,Cadillac,Eldorado,Auto,Black,60001
Male,1670000,Volvo,S40,Manual,Pale White,17001
Male,1350000,Chevrolet,Cavalier,Manual,Pale White,20001
Female,13500,Cadillac,Eldorado,Auto,Pale White,17000
Male,1050000,Audi,A4,Auto,Black,27001
Male,835000,Volvo,S40,Manual,Black,36000
Male,637000,Lincoln,Navigator,Auto,Black,19000
Male,1265000,Nissan,Frontier,Auto,Pale White,18500
Male,1100000,Ford,Contour,Auto,Pale White,62000
Male,1100000,Mercury,Grand Marquis,Auto,Black,9001
Male,985000,Jeep,Grand Cherokee,Manual,Pale White,15001
Male,13500,Mitsubishi,Diamante,Manual,Red,19001
Male,621000,Buick,Regal,Auto,Black,19001
Male,13500,Mitsubishi,Diamante,Manual,Black,49000
Male,13500,Lexus,LS400,Manual,Pale White,54000
Male,932000,Chevrolet,Monte Carlo,Auto,Red,21000
Male,860000,BMW,328i,Manual,Black,69000
Female,1000000,Plymouth,Neon,Auto,Pale White,27000
Male,1150000,Chevrolet,Monte Carlo,Manual,Black,44000
Female,1025000,Lincoln,Navigator,Auto,Black,19500
Male,13500,Volvo,S70,Manual,Black,22000
Female,13500,Saturn,SL,Auto,Red,22000
Male,1650000,Chevrolet,Cavalier,Manual,Pale White,14000
Female,530000,Chrysler,Cirrus,Auto,Red,12000
Male,13500,Volvo,C70,Auto,Black,12000
Male,1082000,Mercedes-B,S-Class,Auto,Black,39200
Male,13500,Chevrolet,Malibu,Manual,Pale White,14000
Male,630000,Chevrolet,Corvette,Auto,Pale White,46000
Male,837000,Toyota,RAV4,Manual,Pale White,22000
Male,13500,Mitsubishi,Montero Sport,Auto,Black,45000
Male,1845000,Volkswagen,Beetle,Auto,Red,45500
Male,1471000,Oldsmobile,Intrigue,Auto,Pale White,45100
Male,13500,Nissan,Xterra,Auto,Black,26000
Male,410000,Mercedes-B,SL-Class,Manual,Red,17000
Male,800000,Ford,Focus,Manual,Black,49001
Male,13500,Cadillac,Eldorado,Auto,Black,60001
Male,2200000,Ford,Windstar,Auto,Pale White,19001
Female,13500,Mitsubishi,Diamante,Auto,Pale White,21001
Male,13500,Honda,CR-V,Auto,Red,12001
Male,2650000,Volkswagen,GTI,Auto,Pale White,20001
Male,13500,Mercury,Cougar,Auto,Black,33001
Male,3075000,Dodge,Ram Pickup,Auto,Pale White,45500
Male,13500,Oldsmobile,Silhouette,Auto,Black,60001
Male,720000,Ford,Expedition,Manual,Black,10001
Male,2540000,Mitsubishi,3000GT,Auto,Red,19001
Male,13500,Cadillac,Eldorado,Auto,Red,31001
Female,13500,Ford,Mustang,Auto,Pale White,22000
Male,13500,Chevrolet,Metro,Auto,Pale White,12000
Male,13500,Acura,Integra,Auto,Black,45000
Male,1000000,Mercedes-B,SL-Class,Manual,Pale White,26000
Male,1150000,Dodge,Intrepid,Manual,Black,11000
Male,1650000,Mitsubishi,Eclipse,Manual,Pale White,12000
Male,1435000,Chevrolet,Cavalier,Manual,Pale White,14500
Male,13500,Ford,Taurus,Manual,Black,43000
Male,845000,Honda,Passport,Manual,Pale White,13000
Male,13500,Honda,CR-V,Auto,Pale White,22000
Female,700000,Dodge,Caravan,Auto,Black,23000
Male,1070000,Volkswagen,Passat,Manual,Pale White,27000
Female,1270000,Pontiac,Bonneville,Auto,Pale White,20000
Male,830000,Ford,Windstar,Auto,Pale White,19000
Female,522000,Jeep,Cherokee,Auto,Red,14000
Female,13500,Volkswagen,Passat,Manual,Pale White,12000
Male,930000,Chevrolet,Prizm,Manual,Pale White,22000
Female,1150000,Chrysler,300M,Auto,Pale White,22001
Male,1500000,Dodge,Caravan,Auto,Black,23000
Male,1300000,Mercedes-B,C-Class,Auto,Red,15000
Male,1416000,Mercury,Sable,Auto,Red,39600
Male,1200000,Oldsmobile,Silhouette,Manual,Red,25000
Female,373000,Subaru,Forester,Manual,Red,26000
Male,13500,Lexus,GS400,Auto,Black,12000
Male,13500,Volkswagen,Passat,Auto,Red,13000
Male,13500,Ford,Crown Victoria,Auto,Red,29000
Male,13500,Chevrolet,Metro,Manual,Red,37000
Male,1550000,Plymouth,Neon,Auto,Black,9000
Female,2020000,Mitsubishi,3000GT,Auto,Black,39000
Male,770000,Chevrolet,Prizm,Auto,Red,15000
Male,1782500,Dodge,Stratus,Auto,Red,31250
Female,13500,Dodge,Intrepid,Auto,Red,31000
Male,2490000,Toyota,RAV4,Auto,Pale White,27000
Male,500000,Lexus,LS400,Manual,Red,25000
Male,13500,Mitsubishi,Diamante,Auto,Black,17000
Male,13500,Volvo,S80,Manual,Red,25000
Male,13500,Plymouth,Prowler,Auto,Red,15000
Female,717000,Toyota,Camry,Auto,Red,31000
Male,950000,Buick,Park Avenue,Manual,Pale White,23000
Male,13500,Ford,Crown Victoria,Auto,Red,29000
Male,840000,Mercedes-B,C-Class,Manual,Pale White,17000
Male,1170000,Mercedes-B,M-Class,Manual,Pale White,41000
Female,462500,Dodge,Viper,Manual,Black,26500
Male,13500,Ford,Focus,Manual,Black,49000
Male,942000,Toyota,Corolla,Auto,Pale White,41000
Male,13500,Honda,CR-V,Auto,Pale White,12000
Female,13500,Toyota,Corolla,Manual,Pale White,22000
Female,700000,Subaru,Forester,Auto,Black,22000
Male,13500,Honda,Civic,Manual,Pale White,45001
Male,2755000,Chrysler,Sebring Coupe,Auto,Pale White,46501
Male,5450000,Toyota,Celica,Auto,Pale White,31001
Male,3201000,Subaru,Forester,Manual,Pale White,17100
Male,13500,Dodge,Durango,Manual,Pale White,27001
Male,13500,Honda,Odyssey,Manual,Pale White,27001
Male,1815000,Honda,CR-V,Auto,Pale White,22501
Female,13500,Chrysler,300M,Auto,Black,26001
Male,1440000,Dodge,Viper,Manual,Black,26000
Male,285000,Mercedes-B,SL-Class,Manual,Pale White,26000
Male,456000,Infiniti,I30,Auto,Pale White,51000
Male,599500,Chrysler,LHS,Auto,Black,26500
Female,640000,Volvo,C70,Manual,Pale White,82000
Male,792000,Toyota,Sienna,Manual,Pale White,19000
Male,920000,Chrysler,LHS,Auto,Black,26000
Male,920000,BMW,528i,Manual,Pale White,29000
Female,1300000,Toyota,Corolla,Manual,Pale White,14000
Female,1200000,Volkswagen,Passat,Manual,Pale White,27000
Male,13500,Ford,Expedition,Auto,Black,41000
Male,1650000,Dodge,Durango,Manual,Pale White,31000
Male,5100000,Mitsubishi,Diamante,Manual,Pale White,12000
Male,2670000,Chevrolet,Corvette,Auto,Pale White,25000
Male,460000,Volkswagen,Golf,Manual,Pale White,25000
Male,13500,Subaru,Forester,Manual,Pale White,17000
Female,940000,Dodge,Viper,Manual,Black,26000
Male,13500,Audi,A6,Manual,Pale White,14000
Male,13500,Volvo,C70,Manual,Black,17000
Male,13500,Chevrolet,Malibu,Auto,Pale White,25000
Male,650000,Volkswagen,GTI,Auto,Pale White,20000
Male,2370000,Dodge,Ram Pickup,Manual,Pale White,20000
Female,13500,Mitsubishi,Montero Sport,Auto,Pale White,53000
Male,870000,Dodge,Dakota,Manual,Pale White,12000
Male,975000,Volvo,S70,Manual,Black,22000
Male,650000,Plymouth,Prowler,Manual,Pale White,71000
Male,850000,Saturn,LW,Manual,Pale White,13000
Male,560000,Volkswagen,GTI,Manual,Black,25000
Male,13500,Plymouth,Neon,Manual,Pale White,22000
Male,540000,Jeep,Wrangler,Auto,Pale White,19000
Male,1150000,Plymouth,Neon,Auto,Pale White,27000
Female,868000,Lexus,LS400,Auto,Pale White,18000
Female,1700000,Dodge,Ram Wagon,Auto,Black,22001
Male,13500,Ford,Expedition,Manual,Black,10001
Male,666000,Volkswagen,Passat,Manual,Pale White,12001
Male,13500,Buick,Regal,Auto,Pale White,46001
Male,13500,Plymouth,Voyager,Manual,Black,75001
Male,4620000,Hyundai,Elantra,Manual,Pale White,22001
Female,13500,Nissan,Pathfinder,Auto,Pale White,21000
Female,1240000,Saturn,LW,Auto,Pale White,18001
Female,1079700,Mercury,Villager,Manual,Pale White,14971
Male,1302000,Chrysler,LHS,Auto,Pale White,20201
Male,400000,Volkswagen,Beetle,Auto,Pale White,45000
Female,1108000,Pontiac,Grand Am,Auto,Pale White,19801
Female,1250000,Volkswagen,Cabrio,Auto,Pale White,17001
Male,1195000,Porsche,Carrera Coupe,Manual,Pale White,26501
Male,1700000,Plymouth,Voyager,Manual,Pale White,20001
Male,1240000,Cadillac,Eldorado,Manual,Black,29001
Female,685000,Mercedes-B,CL500,Manual,Pale White,29001
Male,615000,Cadillac,DeVille,Auto,Pale White,69000
Female,1150000,Subaru,Forester,Auto,Black,22000
Male,13500,BMW,328i,Auto,Black,16000
Male,470000,Ford,Crown Victoria,Auto,Pale White,29000
Male,13500,Saturn,SL,Auto,Pale White,20000
Male,515000,Ford,Taurus,Auto,Black,12000
Male,603500,BMW,323i,Auto,Black,9500
Male,870000,Nissan,Altima,Auto,Pale White,20000
Male,850000,Ford,Explorer,Auto,Pale White,42000
Female,730000,Pontiac,Sunfire,Manual,Pale White,28000
Male,1060000,Lexus,GS400,Auto,Black,12000
Male,1500000,Pontiac,Bonneville,Manual,Black,36000
Male,13500,Saturn,LS,Manual,Pale White,14000
Male,1251000,Dodge,Viper,Auto,Pale White,23100
Female,530000,Porsche,Carrera Coupe,Auto,Pale White,22000
Male,13500,Mercedes-B,S-Class,Auto,Pale White,14000
Male,950000,Mercedes-B,C-Class,Manual,Pale White,12000
Male,675000,Volkswagen,Golf,Manual,Pale White,17000
Female,599900,Dodge,Ram Pickup,Auto,Pale White,39900
Male,13500,Volkswagen,Cabrio,Auto,Pale White,17000
Male,13500,Pontiac,Firebird,Manual,Black,43000
Male,13500,Lincoln,Town car,Auto,Pale White,18000
Male,1189000,Mitsubishi,Diamante,Auto,Black,18900
Male,610000,Pontiac,Grand Prix,Auto,Pale White,19000
Male,13500,Pontiac,Grand Prix,Auto,Pale White,19000
Male,762500,Porsche,Carrera Coupe,Manual,Pale White,26500
Male,13500,Cadillac,Seville,Manual,Pale White,17001
Male,492000,Lincoln,Town car,Manual,Pale White,33000
Male,891000,Buick,Park Avenue,Manual,Black,29000
Male,806000,Plymouth,Voyager,Auto,Pale White,22000
Male,13500,Ford,Explorer,Auto,Pale White,41000
Female,1575000,Chevrolet,Metro,Auto,Black,31500
Male,13500,Mercury,Grand Marquis,Auto,Black,19000
Male,1155000,Mitsubishi,Diamante,Manual,Pale White,25500
Male,635000,Honda,CR-V,Auto,Black,31000
Male,975000,Nissan,Maxima,Manual,Pale White,22000
Male,13500,Chevrolet,Prizm,Manual,Pale White,21000
Male,560000,Nissan,Frontier,Auto,Pale White,18000
Male,660000,Infiniti,I30,Auto,Black,49000
Female,961000,BMW,323i,Manual,Pale White,21000
Female,979888,Chrysler,Sebring Coupe,Manual,Pale White,21880
Female,1650000,Mercedes-B,C-Class,Manual,Pale White,12000
Male,13500,Cadillac,Eldorado,Auto,Black,60000
Male,355000,Oldsmobile,Intrigue,Auto,Pale White,39000
Male,550000,Plymouth,Prowler,Manual,Pale White,16000
Male,420000,Volkswagen,Passat,Auto,Pale White,13000
Female,345000,Saturn,LS,Auto,Pale White,24000
Male,399000,Acura,TL,Manual,Pale White,14000
Male,940000,Mercedes-B,SLK230,Manual,Pale White,71000
Male,1105000,Cadillac,Eldorado,Manual,Pale White,31500
Female,700000,Audi,A4,Manual,Pale White,12000
Male,965000,Plymouth,Voyager,Manual,Black,75000
Male,13500,Plymouth,Prowler,Manual,Pale White,71000
Male,13500,Saturn,SC,Auto,Black,33000
Male,700000,Mitsubishi,Diamante,Auto,Pale White,21000
Male,615000,Mercedes-B,SLK,Auto,Pale White,19000
Male,775000,Chevrolet,Lumina,Manual,Pale White,12000
Male,735000,Toyota,Camry,Manual,Black,29000
Female,410000,Pontiac,Grand Prix,Auto,Pale White,42000
Female,1270000,Jeep,Grand Cherokee,Manual,Black,19000
Female,1081000,Toyota,Celica,Manual,Pale White,14100
Male,550000,Acura,RL,Auto,Black,24000
Male,1000000,Audi,A8,Manual,Black,44000
Male,780000,Cadillac,Eldorado,Manual,Pale White,31000
Female,962000,Mercedes-B,SLK,Auto,Pale White,46001
Female,1260000,Ford,F-Series,Manual,Black,22001
Male,810000,Chrysler,300M,Auto,Black,26001
Male,843000,Plymouth,Neon,Auto,Pale White,27001
Female,440000,Toyota,Celica,Auto,Pale White,45001
Female,520000,Mitsubishi,3000GT,Manual,Pale White,24001
Male,13500,Plymouth,Voyager,Auto,Pale White,22001
Female,13500,Pontiac,Grand Prix,Auto,Pale White,19001
Male,13500,Lincoln,Town car,Manual,Black,17000
Male,631000,Cadillac,Seville,Manual,Black,44000
Male,13500,Honda,Accord,Auto,Pale White,19000
Male,13500,Volkswagen,Passat,Auto,Pale White,13000
Male,13500,Lexus,GS300,Manual,Black,51000
Male,13500,BMW,323i,Auto,Pale White,19000
Male,2000000,Acura,TL,Manual,Black,21000
Male,561000,Lexus,ES300,Auto,Black,16001
Male,1250000,Mitsubishi,Montero Sport,Auto,Pale White,39000
Male,662500,Mercedes-B,C-Class,Manual,Pale White,12500
Female,700000,Chevrolet,Impala,Manual,Pale White,14000
Female,1275000,Saturn,SW,Auto,Pale White,25500
Male,600000,Chevrolet,Monte Carlo,Manual,Black,44001
Female,457500,Lincoln,Navigator,Auto,Black,19501
Male,1121000,Toyota,Tacoma,Auto,Pale White,53100
Male,305000,Oldsmobile,Intrigue,Auto,Pale White,45001
Female,670000,Honda,Accord,Manual,Black,43001
Male,1600000,Chevrolet,Metro,Auto,Pale White,12001
Male,13500,Volkswagen,Cabrio,Manual,Pale White,25001
Male,1730000,Mercury,Sable,Auto,Pale White,26001
Male,13500,Subaru,Forester,Auto,Black,22001
Male,3000000,Nissan,Pathfinder,Auto,Pale White,75001
Male,13500,Pontiac,Bonneville,Auto,Pale White,19000
Male,1190000,Chevrolet,Corvette,Auto,Pale White,25000
Male,500000,Audi,A6,Manual,Black,15000
Male,13500,Chrysler,Town & Country,Manual,Pale White,17000
Male,962000,Audi,A4,Manual,Pale White,12000
Male,13500,Oldsmobile,Silhouette,Manual,Pale White,26000
Male,986500,Dodge,Intrepid,Manual,Black,11500
Female,260000,Oldsmobile,Silhouette,Manual,Pale White,15001
Male,410000,BMW,328i,Auto,Pale White,62001
Male,930000,Ford,Taurus,Manual,Black,69001
Male,1080000,Pontiac,Bonneville,Auto,Pale White,20001
Male,656000,Ford,Windstar,Auto,Pale White,19001
Male,799900,Jeep,Cherokee,Auto,Pale White,14901
Male,916000,Volkswagen,Passat,Manual,Pale White,12001
Male,13500,Jaguar,S-Type,Manual,Pale White,21001
Male,1185000,Dodge,Ram Pickup,Auto,Pale White,57500
Female,13500,Volkswagen,Passat,Manual,Pale White,20001
Male,1025000,Acura,TL,Auto,Black,28501
Male,13500,Buick,Regal,Auto,Black,19000
Male,1425000,Ford,Explorer,Auto,Black,22500
Male,1970000,Mercedes-B,CL500,Manual,Black,22000
Male,1300000,Chevrolet,Cavalier,Manual,Pale White,20000
Female,740000,Mitsubishi,Montero Sport,Manual,Pale White,29000
Male,753000,Ford,Windstar,Auto,Pale White,31000
Male,330000,Mercury,Sable,Auto,Pale White,39000
Male,13500,Toyota,Land Cruiser,Auto,Black,21000
Male,920000,Subaru,Outback,Auto,Pale White,19001
Male,395000,Audi,A4,Auto,Black,27000
Male,560000,Chevrolet,Malibu,Manual,Pale White,14000
Male,680000,Mercury,Sable,Auto,Pale White,26001
Male,2004000,Volkswagen,Golf,Auto,Pale White,35400
Male,914000,Chrysler,300M,Auto,Pale White,22001
Male,4300000,Mitsubishi,Montero Sport,Auto,Pale White,39000
Male,770000,Ford,Ranger,Manual,Black,18000
Male,1250000,Mercury,Cougar,Manual,Pale White,28001
Male,941000,BMW,323i,Auto,Pale White,19001
Male,720000,Pontiac,Grand Prix,Auto,Pale White,69001
Male,1300000,Toyota,Tacoma,Auto,Pale White,53000
Male,13500,Mitsubishi,Eclipse,Auto,Black,27000
Male,1250000,Mercury,Cougar,Auto,Black,26001
Male,810000,Cadillac,Escalade,Manual,Black,34001
Male,13500,Oldsmobile,Intrigue,Auto,Pale White,39001
Male,1900000,Buick,Century,Auto,Pale White,17001
Female,547500,Volkswagen,Passat,Auto,Black,21500
Male,881000,Chrysler,Concorde,Auto,Pale White,19001
Male,1190000,Ford,Expedition,Manual,Black,18000
Female,772000,Oldsmobile,Bravada,Auto,Black,26000
Male,1000000,Mitsubishi,Diamante,Manual,Pale White,19000
Male,1001000,Mercedes-B,SLK,Manual,Pale White,17100
Male,3190000,Chevrolet,Prizm,Auto,Pale White,25001
Male,1420000,Buick,Park Avenue,Auto,Pale White,62000
Male,525000,Mercedes-B,SL-Class,Manual,Pale White,26000
Male,956000,Mercedes-B,S-Class,Manual,Black,18000
Male,726000,Ford,Ranger,Manual,Black,18000
Male,495000,Oldsmobile,Silhouette,Manual,Pale White,26000
Male,525000,Mercedes-B,S-Class,Auto,Pale White,10000
Female,13500,Chevrolet,Malibu,Auto,Black,16000
Male,430000,Porsche,Carrera Cabrio,Auto,Pale White,20000
Male,990000,Volkswagen,Passat,Manual,Pale White,27001
Female,360000,Mercedes-B,SL-Class,Manual,Pale White,17000
Male,330000,Lexus,GS400,Manual,Black,53001
Male,1275000,Mercedes-B,M-Class,Manual,Pale White,41500
Female,277500,Acura,TL,Auto,Pale White,16501
Female,637000,Dodge,Viper,Manual,Black,26001
Male,1011000,Toyota,4Runner,Auto,Black,26101
Female,840000,Lincoln,Navigator,Auto,Pale White,27001
Male,13500,Lexus,GS400,Auto,Black,12001
Male,13500,Toyota,Corolla,Manual,Pale White,14001
Female,625000,Volkswagen,Passat,Manual,Pale White,27001
Male,910000,Ford,Expedition,Auto,Black,41001
Male,485000,Dodge,Durango,Manual,Pale White,31001
Male,13500,Mitsubishi,Diamante,Manual,Pale White,12001
Female,380000,Chevrolet,Corvette,Auto,Pale White,25001
Male,1090000,Dodge,Caravan,Auto,Pale White,19000
Male,1130000,Pontiac,Sunfire,Auto,Black,18001
Male,1290000,Buick,Century,Auto,Pale White,17000
Male,970000,Porsche,Boxter,Manual,Pale White,24001
Male,1020000,Dodge,Ram Pickup,Manual,Pale White,25000
Male,700000,Honda,CR-V,Auto,Black,31001
Male,1100000,Audi,A6,Manual,Pale White,13001
Female,750000,Chrysler,LHS,Auto,Black,17001
Male,1387000,Oldsmobile,Cutlass,Auto,Pale White,15701
Female,575500,Chevrolet,Metro,Auto,Black,31501
Male,13500,Acura,RL,Manual,Pale White,34001
Male,707000,Nissan,Pathfinder,Auto,Pale White,31000
Female,800000,Volvo,C70,Manual,Black,17001
Male,1004000,Lincoln,Town car,Auto,Pale White,18401
Male,13500,Mitsubishi,Galant,Auto,Pale White,36001
Female,795000,Mitsubishi,Montero,Manual,Black,16001
Male,963000,Volkswagen,GTI,Auto,Pale White,25001
Male,13500,Pontiac,Grand Prix,Auto,Pale White,69001
Female,650000,Nissan,Frontier,Manual,Black,53001
Male,1740000,Chevrolet,Impala,Manual,Pale White,22001
Female,550000,Saturn,LW,Auto,Pale White,18001
Male,3025000,Oldsmobile,Silhouette,Manual,Pale White,14501
Male,2300000,Saab,3-Sep,Auto,Pale White,69001
Female,1290000,Volvo,S40,Auto,Black,17001
Male,3100000,Volkswagen,Passat,Auto,Pale White,13001
Male,706500,Dodge,Viper,Auto,Pale White,23501
Male,820000,Jeep,Wrangler,Auto,Pale White,13001
Male,590000,Oldsmobile,Cutlass,Manual,Pale White,41000
Male,506000,BMW,528i,Manual,Pale White,14000
Female,821000,Dodge,Ram Pickup,Auto,Pale White,39001
Male,2550000,Lincoln,Continental,Manual,Black,42000
Male,341000,Plymouth,Voyager,Manual,Pale White,20000
Male,901000,Hyundai,Sonata,Manual,Pale White,21000
Female,740000,Oldsmobile,Cutlass,Auto,Pale White,46000
Male,1201000,Chrysler,LHS,Manual,Black,51100
Male,720000,Audi,A6,Manual,Pale White,13000
Male,880000,Chrysler,Sebring Coupe,Manual,Pale White,21000
Male,730000,Ford,Mustang,Auto,Pale White,31000
Male,440000,Volkswagen,Passat,Manual,Pale White,12000
Male,750000,Chrysler,LHS,Auto,Black,26000
Male,1460000,Lexus,LX470,Auto,Black,22000
Male,1726000,Mitsubishi,3000GT,Auto,Pale White,19600
Male,2300000,Ford,Taurus,Manual,Black,43000
Female,692500,Chrysler,300M,Auto,Pale White,16500
Male,516000,Mercedes-B,SL-Class,Manual,Pale White,17001
Male,13500,Saturn,SW,Auto,Pale White,25000
Male,13500,Chevrolet,Cavalier,Manual,Pale White,20000
Male,1920000,Acura,TL,Auto,Pale White,24000
Male,1575000,Mitsubishi,Diamante,Manual,Black,22500
Female,940000,Jeep,Cherokee,Auto,Pale White,14000
Male,13500,Ford,Explorer,Auto,Pale White,41000
Male,1362000,Chevrolet,Cavalier,Manual,Pale White,20200
Female,950000,Ford,Windstar,Auto,Pale White,19000
Male,365000,Oldsmobile,Aurora,Auto,Pale White,24000
Male,580000,Lexus,LS400,Manual,Pale White,54000
Male,500000,Ford,Focus,Manual,Black,49000
Male,1300000,Porsche,Boxter,Manual,Pale White,14000
Male,13500,Acura,RL,Auto,Black,24000
Male,13500,Hyundai,Elantra,Manual,Pale White,22000
Male,575000,Mercedes-B,S-Class,Manual,Pale White,21000
Male,13500,Volkswagen,Passat,Auto,Pale White,13001
Female,600000,Toyota,Tacoma,Auto,Pale White,53000
Male,970000,Chevrolet,Prizm,Auto,Pale White,25000
Female,2640000,Ford,Ranger,Manual,Black,18000
Male,440000,Hyundai,Sonata,Manual,Pale White,21001
Male,1000000,Dodge,Durango,Auto,Pale White,10001
Female,13500,Honda,Passport,Manual,Black,22000
Female,680000,Dodge,Ram Van,Auto,Black,60001
Male,13500,Oldsmobile,Aurora,Auto,Pale White,24001
Male,1741000,Chevrolet,Corvette,Auto,Pale White,46101
Female,13500,Saab,3-Sep,Auto,Black,23001
Male,2325000,Toyota,RAV4,Manual,Pale White,22501
Male,545000,Mercury,Cougar,Manual,Pale White,22001
Male,655000,Lincoln,Town car,Manual,Black,17001
Male,2920000,Saturn,LS,Auto,Pale White,51001
Male,488000,Lexus,GS400,Auto,Pale White,25001
Male,13500,Honda,CR-V,Auto,Pale White,39001
Male,1510000,Lincoln,Continental,Manual,Pale White,20001
Male,13500,Honda,Accord,Manual,Black,43001
Female,370000,Volkswagen,Jetta,Auto,Pale White,69001
Female,1151000,Jeep,Grand Cherokee,Manual,Pale White,15101
Female,370000,Cadillac,Eldorado,Auto,Black,60001
Female,580000,Volvo,C70,Auto,Black,18001
Female,13500,Buick,Park Avenue,Manual,Black,29001
Male,847000,Acura,RL,Manual,Pale White,17001
Male,1690000,Ford,Focus,Manual,Black,49000
Male,405000,Subaru,Forester,Auto,Black,22000
Female,620000,Volvo,S80,Manual,Pale White,21000
Male,420000,Volvo,S70,Manual,Black,22000
Male,13500,Saturn,SC,Auto,Black,33000
Male,1072000,Plymouth,Voyager,Manual,Black,75200
Female,1210000,Toyota,Tacoma,Auto,Pale White,53000
Male,428000,Volkswagen,Golf,Auto,Pale White,35000
Male,470000,Mitsubishi,Diamante,Auto,Black,17000
Male,510000,Audi,A6,Auto,Pale White,42000
Female,440000,Chevrolet,Lumina,Manual,Black,10000
Female,13500,BMW,328i,Auto,Black,16001
Female,460000,Acura,RL,Manual,Pale White,34001
Male,865000,Chevrolet,Lumina,Manual,Pale White,12000
Male,488000,Mercedes-B,CL500,Manual,Pale White,22000
Male,940000,Buick,Park Avenue,Manual,Pale White,45000
Male,570000,Volvo,S80,Manual,Pale White,21000
Male,13500,Ford,Expedition,Manual,Pale White,14000
Male,13500,Ford,Mustang,Auto,Pale White,31000
Female,600000,Mitsubishi,Montero Sport,Auto,Pale White,39000
Male,600000,Dodge,Ram Pickup,Manual,Pale White,20000
Male,692000,Mitsubishi,Montero Sport,Auto,Black,45000
Male,13500,Buick,LeSabre,Manual,Black,20000
Male,475000,Audi,A6,Manual,Pale White,24000
Female,13500,Honda,CR-V,Auto,Black,31000
